TimeStep,V[1],V[2],V[3],V[4],V[5],V[6],V[7],V[8],V[9],V[10],V[11],V[12],V[13],V[14],V[15],V[16],V[17],V[18],V[19],V[20],V[21],V[22],V[23],V[24],V[25],V[26]
555,-0.374343,-0.428218,-0.463536,-0.454062,-0.435789,-0.368899,-0.29817,-0.193357,-0.085533,0.0297485,0.148282,0.246183,0.34385,0.403417,0.451815,0.462141,0.446911,0.405096,0.333304,0.2444,0.139435,0.021734,-0.0893779,-0.204902,-0.297834,-0.379079
556,-0.317559,-0.379455,-0.422349,-0.426544,-0.420124,-0.369862,-0.311799,-0.222244,-0.125669,-0.0193529,0.0914557,0.188725,0.28527,0.350679,0.407463,0.425824,0.428895,0.393694,0.345951,0.261512,0.1785,0.0641411,-0.0342103,-0.14771,-0.239777,-0.322122
557,-0.258266,-0.327793,-0.375256,-0.397406,-0.39777,-0.369635,-0.320622,-0.250059,-0.164318,-0.0677688,0.0325631,0.131156,0.221939,0.296625,0.357248,0.387174,0.405039,0.380379,0.352999,0.278842,0.212781,0.108991,0.0186458,-0.0872474,-0.180236,-0.262284
558,-0.197206,-0.272763,-0.324301,-0.364943,-0.371067,-0.366222,-0.326157,-0.275558,-0.201319,-0.115608,-0.0265949,0.072395,0.156151,0.240425,0.302349,0.346683,0.374695,0.366649,0.352909,0.297407,0.241306,0.155892,0.0691294,-0.0248158,-0.119026,-0.200782
559,-0.134721,-0.214069,-0.271683,-0.327214,-0.34269,-0.357435,-0.330085,-0.29745,-0.236568,-0.162942,-0.0842305,0.01131,0.0904428,0.180815,0.244766,0.303702,0.338848,0.35205,0.346447,0.315881,0.265357,0.202587,0.118517,0.0375752,-0.055916,-0.138354
560,-0.0708969,-0.152058,-0.218748,-0.283372,-0.314202,-0.342225,-0.333206,-0.315032,-0.269873,-0.209501,-0.139298,-0.0522787,0.0264493,0.117173,0.186417,0.257091,0.299653,0.334582,0.336176,0.33131,0.28754,0.246033,0.168382,0.0980514,0.00888098,-0.0751537
561,-0.00586541,-0.0878393,-0.165497,-0.234374,-0.285285,-0.321363,-0.334931,-0.328497,-0.300857,-0.25456,-0.1918,-0.117133,-0.0357137,0.0502543,0.128287,0.20619,0.259293,0.312027,0.324919,0.340802,0.310069,0.283963,0.219364,0.155653,0.0744617,-0.0109959
562,0.0599197,-0.0229618,-0.110907,-0.182635,-0.254105,-0.297066,-0.333603,-0.338725,-0.328994,-0.297107,-0.242485,-0.180956,-0.0971826,-0.0178757,0.0701369,0.151505,0.218877,0.283393,0.314119,0.343182,0.333303,0.31602,0.270481,0.210587,0.139391,0.0541799
563,0.125593,0.0411432,-0.0538418,-0.130856,-0.218575,-0.271788,-0.327482,-0.346688,-0.35375,-0.336184,-0.292116,-0.241386,-0.159333,-0.0846772,0.0109729,0.0946847,0.178025,0.249603,0.303064,0.339619,0.355407,0.343765,0.319408,0.263797,0.202182,0.119901
564,0.190025,0.10364,0.00596515,-0.0807107,-0.17778,-0.24689,-0.315793,-0.352797,-0.374748,-0.371218,-0.34073,-0.297036,-0.222612,-0.148275,-0.0500127,0.0378076,0.135378,0.213048,0.28943,0.332887,0.373326,0.36957,0.363566,0.316091,0.26182,0.18506
565,0.252128,0.164415,0.0674505,-0.0321512,-0.132718,-0.221959,-0.299237,-0.356609,-0.391858,-0.402138,-0.38733,-0.347997,-0.285904,-0.208223,-0.112592,-0.0175818,0.089695,0.176297,0.270772,0.325696,0.384502,0.395032,0.401396,0.367347,0.318026,0.248191
566,0.311131,0.223778,0.128533,0.0162611,-0.0859281,-0.195203,-0.279643,-0.357046,-0.405158,-0.42923,-0.430187,-0.395485,-0.346818,-0.265431,-0.175265,-0.0710994,0.040857,0.140748,0.246079,0.319096,0.388311,0.419859,0.433059,0.416274,0.371102,0.307974
567,0.366688,0.281937,0.187018,0.0662119,-0.0402196,-0.164658,-0.258976,-0.353013,-0.41479,-0.452795,-0.467603,-0.440842,-0.402739,-0.3213,-0.235803,-0.123428,-0.00982204,0.106028,0.216455,0.311916,0.386372,0.441885,0.460147,0.460869,0.421438,0.363669
568,0.418737,0.338544,0.241553,0.118356,0.0027413,-0.129516,-0.238266,-0.344058,-0.420795,-0.47282,-0.498676,-0.484469,-0.452047,-0.37655,-0.292239,-0.175569,-0.0601587,0.070481,0.184548,0.301531,0.381543,0.458228,0.484559,0.499337,0.468976,0.415238
569,0.46723,0.392588,0.292089,0.171657,0.0431627,-0.0907878,-0.217105,-0.330669,-0.423028,-0.488852,-0.523636,-0.525316,-0.494783,-0.430455,-0.343738,-0.227902,-0.108172,0.0324051,0.153085,0.285505,0.376207,0.466887,0.507207,0.530917,0.512947,0.463062
570,0.511867,0.442687,0.339583,0.223728,0.0827515,-0.0508945,-0.193998,-0.314045,-0.421213,-0.500148,-0.543545,-0.561248,-0.532362,-0.480943,-0.390793,-0.279641,-0.153004,-0.00870679,0.123414,0.263113,0.370867,0.467862,0.527322,0.556138,0.552048,0.507429
571,0.552006,0.487609,0.385132,0.271965,0.123459,-0.0124442,-0.167372,-0.295455,-0.41509,-0.506021,-0.559534,-0.590071,-0.566503,-0.525522,-0.434644,-0.329017,-0.195141,-0.0516765,0.0948995,0.235847,0.363886,0.463109,0.54276,0.576337,0.584965,0.548081
572,0.586805,0.526721,0.42905,0.314811,0.166089,0.0231031,-0.136651,-0.275577,-0.404587,-0.506185,-0.572016,-0.610638,-0.597987,-0.562487,-0.476244,-0.374082,-0.235815,-0.0941715,0.0655259,0.206611,0.352507,0.45537,0.551168,0.59273,0.610937,0.58411
573,0.615497,0.560097,0.470439,0.352394,0.209595,0.0560919,-0.102751,-0.254185,-0.389901,-0.500891,-0.580347,-0.623381,-0.625984,-0.591709,-0.515416,-0.413639,-0.275974,-0.133912,0.0333122,0.178109,0.334563,0.446553,0.5513,0.605559,0.630038,0.614252
574,0.637646,0.588246,0.507497,0.3862,0.251467,0.0882659,-0.067721,-0.230395,-0.371442,-0.490785,-0.58312,-0.629955,-0.648355,-0.61452,-0.550698,-0.447719,-0.315462,-0.169813,-0.00232361,0.151386,0.309833,0.436631,0.543729,0.613844,0.642995,0.637437
575,0.653245,0.611612,0.538368,0.417957,0.288996,0.121541,-0.0337112,-0.203305,-0.349672,-0.476558,-0.578951,-0.63219,-0.662755,-0.632755,-0.580006,-0.477332,-0.352907,-0.202381,-0.040062,0.125385,0.280275,0.423702,0.530514,0.615878,0.650655,0.653262
576,0.66258,0.630154,0.562042,0.448408,0.32065,0.156678,-0.00188986,-0.172671,-0.324929,-0.458594,-0.567281,-0.630965,-0.667914,-0.647519,-0.601696,-0.503626,-0.386368,-0.23315,-0.0773231,0.0977742,0.248967,0.405187,0.514026,0.610193,0.653407,0.662109
577,0.665976,0.643251,0.57877,0.476705,0.346779,0.192639,0.0280678,-0.13921,-0.297349,-0.436818,-0.548745,-0.625661,-0.664323,-0.658403,-0.615413,-0.526992,-0.414343,-0.263521,-0.111644,0.0665154,0.218426,0.379442,0.495605,0.596429,0.650893,0.664845
578,0.663546,0.649977,0.589763,0.50075,0.369213,0.227009,0.0576125,-0.104355,-0.26692,-0.41084,-0.524866,-0.614519,-0.653929,-0.66363,-0.622198,-0.546661,-0.436493,-0.293731,-0.141954,0.0312515,0.189275,0.346853,0.474843,0.57559,0.642197,0.662254
579,0.655111,0.649585,0.596361,0.518307,0.390019,0.25723,0.0882908,-0.0695909,-0.233647,-0.3803,-0.497268,-0.595711,-0.639002,-0.661055,-0.623779,-0.561046,-0.453669,-0.322565,-0.168995,-0.00632908,0.160056,0.309749,0.449924,0.549542,0.626398,0.654554
580,0.64033,0.641915,0.599171,0.528198,0.410139,0.281934,0.120656,-0.0357689,-0.197718,-0.34523,-0.466844,-0.568487,-0.620834,-0.649428,-0.621476,-0.568619,-0.467225,-0.347971,-0.194647,-0.0433421,0.128289,0.271193,0.418817,0.520021,0.603169,0.64127
581,0.618951,0.627481,0.597673,0.530905,0.42871,0.301592,0.153762,-0.00278965,-0.159586,-0.306209,-0.433372,-0.533742,-0.599042,-0.629172,-0.615372,-0.568786,-0.478056,-0.368179,-0.220608,-0.0772536,0.0921396,0.233357,0.380626,0.487745,0.573065,0.621547
582,0.591049,0.607197,0.590536,0.528206,0.443479,0.31809,0.185537,0.0301523,-0.119902,-0.264218,-0.395812,-0.493645,-0.571884,-0.602213,-0.604266,-0.562217,-0.485965,-0.382635,-0.247212,-0.107192,0.0516906,0.196445,0.336309,0.452142,0.537341,0.594733
583,0.557094,0.581907,0.57643,0.522089,0.452043,0.333494,0.213829,0.0639076,-0.0793424,-0.220286,-0.3531,-0.450558,-0.537415,-0.57094,-0.58643,-0.550429,-0.489742,-0.392194,-0.273115,-0.134252,0.00908578,0.158786,0.288325,0.411865,0.497374,0.560878
584,0.517823,0.551995,0.554868,0.513576,0.453206,0.348728,0.237503,0.0986809,-0.038431,-0.175114,-0.304994,-0.405854,-0.494808,-0.536914,-0.560737,-0.534874,-0.487895,-0.398468,-0.295999,-0.160629,-0.0325481,0.118051,0.239426,0.365785,0.454049,0.520868
585,0.47399,0.517307,0.526567,0.502152,0.447639,0.362932,0.256967,0.133715,0.00254594,-0.128903,-0.252459,-0.359333,-0.445053,-0.500099,-0.527463,-0.516097,-0.47957,-0.402751,-0.313862,-0.188119,-0.070746,0.072857,0.191287,0.313892,0.407452,0.476095
586,0.426133,0.477422,0.493128,0.486135,0.437465,0.373893,0.273793,0.167541,0.0434802,-0.0814883,-0.197379,-0.309584,-0.390617,-0.45906,-0.488279,-0.493481,-0.465098,-0.405193,-0.326102,-0.216885,-0.104942,0.0238216,0.143786,0.257567,0.357053,0.427864
587,0.37451,0.432108,0.456225,0.463759,0.425017,0.37928,0.28968,0.19865,0.0842759,-0.0326883,-0.141736,-0.255079,-0.334261,-0.412035,-0.44543,-0.46574,-0.445816,-0.404708,-0.333746,-0.245236,-0.136571,-0.0265565,0.0953407,0.199061,0.302279,0.376863
588,0.319214,0.381685,0.416792,0.434321,0.411501,0.377973,0.305349,0.226197,0.124676,0.0173196,-0.0867492,-0.195361,-0.277689,-0.358239,-0.400585,-0.43186,-0.423301,-0.399667,-0.338711,-0.270511,-0.167994,-0.0751214,0.044122,0.140478,0.243135,0.323023
589,0.260422,0.327086,0.374677,0.398727,0.396352,0.370702,0.320022,0.25033,0.164186,0.0678293,-0.032455,-0.131632,-0.220847,-0.298614,-0.354051,-0.391902,-0.398486,-0.388931,-0.342572,-0.29055,-0.200889,-0.119662,-0.0105889,0.0828563,0.180517,0.265834
590,0.198599,0.269577,0.328969,0.359101,0.377651,0.359611,0.331794,0.271953,0.202138,0.11774,0.022008,-0.0663837,-0.162257,-0.235581,-0.304833,-0.347172,-0.371209,-0.372579,-0.345568,-0.304845,-0.235071,-0.159954,-0.0676846,0.0258781,0.116016,0.204949
591,0.134549,0.2103,0.278797,0.317707,0.353367,0.347028,0.338679,0.292055,0.237864,0.165921,0.077591,-0.00227664,-0.100227,-0.171927,-0.251508,-0.29965,-0.340472,-0.351897,-0.346472,-0.314708,-0.268437,-0.197629,-0.124583,-0.0316227,0.0513306,0.140706
592,0.0692852,0.149916,0.224111,0.275818,0.322674,0.334139,0.339724,0.311001,0.270882,0.211601,0.134465,0.0590712,-0.0341912,-0.109475,-0.193387,-0.251011,-0.305251,-0.328643,-0.343357,-0.322357,-0.29806,-0.234962,-0.178443,-0.0906505,-0.0123748,0.0742832
593,0.00377696,0.0885503,0.165993,0.233188,0.286581,0.320352,0.335534,0.328209,0.300975,0.254558,0.191605,0.117693,0.0345878,-0.0483402,-0.131254,-0.201856,-0.265322,-0.304065,-0.334792,-0.329503,-0.321762,-0.273299,-0.22753,-0.15113,-0.0748012,0.00736077
594,-0.0612581,0.0260656,0.106311,0.188453,0.247494,0.30373,0.32791,0.342379,0.328142,0.294991,0.247073,0.174911,0.103394,0.012797,-0.0672422,-0.151611,-0.221621,-0.278264,-0.320732,-0.336275,-0.33925,-0.312047,-0.271944,-0.211621,-0.136338,-0.0584939
595,-0.125411,-0.0374991,0.046919,0.140192,0.207979,0.282215,0.318804,0.352169,0.352422,0.333171,0.298841,0.232228,0.169289,0.0755451,-0.00389139,-0.0991759,-0.17588,-0.2503,-0.302564,-0.341129,-0.352133,-0.348827,-0.313273,-0.269829,-0.197483,-0.12238
596,-0.188455,-0.101597,-0.0111221,0.0880428,0.169448,0.254957,0.309206,0.356906,0.373726,0.36905,0.345683,0.290106,0.230483,0.140476,0.0570412,-0.0439054,-0.129791,-0.218955,-0.282305,-0.341778,-0.362833,-0.380686,-0.353397,-0.323627,-0.258208,-0.18423
597,-0.250109,-0.165143,-0.0678373,0.0331834,0.131543,0.222928,0.298608,0.356931,0.39175,0.402077,0.387611,0.347366,0.287041,0.20641,0.115302,0.0136632,-0.0842022,-0.183671,-0.261455,-0.336565,-0.373044,-0.405657,-0.393143,-0.371985,-0.317627,-0.244497
598,-0.309853,-0.226806,-0.123986,-0.022082,0.0925737,0.188503,0.285363,0.35337,0.406037,0.431322,0.425604,0.401562,0.340501,0.270746,0.171956,0.0718076,-0.0388581,-0.145078,-0.240196,-0.325457,-0.382665,-0.423742,-0.43157,-0.415278,-0.374182,-0.303539
599,-0.366885,-0.285452,-0.180274,-0.0754017,0.0507473,0.15422,0.267714,0.347469,0.416146,0.455835,0.460802,0.45011,0.392634,0.33065,0.228402,0.128347,0.00716445,-0.104791,-0.217434,-0.310069,-0.389825,-0.436754,-0.466316,-0.454785,-0.426228,-0.361076
600,-0.42027,-0.340475,-0.236609,-0.125475,0.00546065,0.121466,0.244918,0.339877,0.421831,0.475051,0.49361,0.491519,0.44408,0.384412,0.285183,0.181663,0.0545949,-0.0646092,-0.191619,-0.292715,-0.391976,-0.447116,-0.494793,-0.491695,-0.47269,-0.416021
601,-0.469177,-0.391824,-0.291834,-0.172526,-0.0421041,0.0898484,0.217773,0.3303,0.423132,0.488978,0.523267,0.526008,0.493659,0.432136,0.34131,0.231385,0.103225,-0.0256181,-0.161849,-0.275082,-0.387394,-0.456339,-0.515521,-0.526177,-0.513405,-0.466797
602,-0.513077,-0.43972,-0.344113,-0.217882,-0.0894353,0.0576163,0.18828,0.317719,0.420315,0.498089,0.548111,0.555143,0.538787,0.475389,0.394522,0.278326,0.151751,0.0122457,-0.128571,-0.257308,-0.376195,-0.464072,-0.528845,-0.557085,-0.548957,-0.511962
603,-0.55178,-0.48422,-0.391718,-0.2629,-0.133928,0.0228835,0.158599,0.301041,0.413711,0.502966,0.566394,0.58071,0.576737,0.515977,0.442343,0.323682,0.198304,0.0499094,-0.0934488,-0.238031,-0.360265,-0.46828,-0.536595,-0.582443,-0.580105,-0.550775
604,-0.5853,-0.524915,-0.433782,-0.307894,-0.174172,-0.0150683,0.129945,0.279821,0.403533,0.503902,0.577184,0.603485,0.606022,0.5546,0.483294,0.368014,0.241345,0.0883417,-0.0585137,-0.215344,-0.342164,-0.46643,-0.540916,-0.600449,-0.607133,-0.583377
605,-0.61362,-0.560918,-0.470543,-0.351693,-0.210543,-0.0551701,0.102032,0.254608,0.389794,0.500705,0.580805,0.622635,0.627073,0.590189,0.517535,0.410608,0.280368,0.127712,-0.0251007,-0.188078,-0.323675,-0.456984,-0.542956,-0.61039,-0.629517,-0.610494
606,-0.636511,-0.591172,-0.502959,-0.392089,-0.244744,-0.0949929,0.0734143,0.226742,0.372351,0.492806,0.578586,0.636079,0.64182,0.62032,0.546546,0.449644,0.31597,0.167058,0.00676142,-0.156634,-0.304836,-0.440315,-0.542167,-0.612961,-0.64608,-0.632824
607,-0.653511,-0.614884,-0.531917,-0.42692,-0.278578,-0.131969,0.0424952,0.197698,0.35107,0.479617,0.572051,0.641626,0.652409,0.642474,0.572028,0.48307,0.349247,0.204667,0.0381508,-0.122871,-0.284055,-0.418515,-0.536639,-0.609783,-0.655566,-0.650476
608,-0.664071,-0.631831,-0.557514,-0.455137,-0.312676,-0.164695,0.00863704,0.168375,0.326,0.460917,0.562028,0.638203,0.659838,0.655396,0.594686,0.50965,0.380883,0.238929,0.0703785,-0.0891337,-0.259198,-0.394222,-0.524248,-0.602429,-0.65729,-0.662787
609,-0.667791,-0.642357,-0.57883,-0.477237,-0.345932,-0.193552,-0.0272954,0.138729,0.297466,0.437059,0.5482,0.626457,0.663287,0.659731,0.613631,0.529557,0.410507,0.269132,0.103985,-0.0570061,-0.228993,-0.369167,-0.503946,-0.591518,-0.651481,-0.668611
610,-0.664605,-0.647071,-0.594337,-0.494804,-0.375972,-0.220292,-0.0632632,0.107972,0.26601,0.408859,0.529354,0.60839,0.660574,0.657575,0.626782,0.544127,0.436724,0.295708,0.138226,-0.0265562,-0.193934,-0.343288,-0.47644,-0.576393,-0.639137,-0.666932
611,-0.654795,-0.646413,-0.602703,-0.509426,-0.400389,-0.246827,-0.0970635,0.0752004,0.232237,0.377249,0.504182,0.586226,0.649441,0.651177,0.63202,0.554921,0.457812,0.319772,0.171353,0.00349764,-0.156125,-0.314937,-0.443869,-0.555591,-0.62146,-0.657427
612,-0.638842,-0.640365,-0.603506,-0.521643,-0.418013,-0.27394,-0.12743,0.0401057,0.196629,0.34288,0.47216,0.561189,0.628927,0.641592,0.628416,0.562662,0.472655,0.342251,0.201514,0.0348077,-0.118192,-0.282027,-0.408672,-0.527792,-0.59922,-0.640658
613,-0.617188,-0.62846,-0.597442,-0.530539,-0.429466,-0.300682,-0.154589,0.0033305,0.159453,0.305921,0.433997,0.532903,0.600009,0.628063,0.616789,0.566702,0.481334,0.363155,0.227713,0.0682093,-0.0819126,-0.243442,-0.372327,-0.492716,-0.572404,-0.617794
614,-0.590063,-0.610103,-0.585902,-0.534221,-0.43669,-0.324783,-0.179943,-0.0337189,0.120804,0.266156,0.391382,0.499764,0.565133,0.608534,0.59924,0.565359,0.485006,0.381424,0.25024,0.103042,-0.0473736,-0.199876,-0.334685,-0.451429,-0.540355,-0.590009
615,-0.557465,-0.584994,-0.57017,-0.530906,-0.441721,-0.343858,-0.205086,-0.0695019,0.0807561,0.22332,0.346198,0.460063,0.526905,0.580964,0.577939,0.556925,0.485133,0.395481,0.270323,0.137384,-0.0131529,-0.15361,-0.294287,-0.405898,-0.502314,-0.557925
616,-0.51932,-0.553423,-0.550708,-0.519974,-0.445427,-0.356691,-0.230715,-0.103046,0.039534,0.17748,0.299638,0.413186,0.486726,0.544683,0.553893,0.540743,0.482535,0.40412,0.289219,0.169041,0.0226059,-0.107378,-0.249454,-0.358048,-0.458046,-0.521402
617,-0.475712,-0.516234,-0.52697,-0.502357,-0.446969,-0.363842,-0.256086,-0.134315,-0.0023952,0.129231,0.251764,0.360204,0.444169,0.500965,0.526435,0.517685,0.476854,0.407193,0.30731,0.196691,0.0608749,-0.0629906,-0.199512,-0.308886,-0.408187,-0.479811
618,-0.427052,-0.4745,-0.497839,-0.480044,-0.444278,-0.367235,-0.279319,-0.164035,-0.0443691,0.0795945,0.20174,0.303488,0.397467,0.452466,0.493756,0.489733,0.466774,0.405654,0.323763,0.220496,0.100967,-0.0205345,-0.145427,-0.258187,-0.354105,-0.432609
619,-0.37408,-0.429087,-0.462431,-0.454989,-0.435289,-0.368968,-0.298375,-0.193087,-0.0856872,0.0296804,0.148604,0.245587,0.344817,0.401876,0.454162,0.458891,0.45087,0.400945,0.336954,0.24182,0.140759,0.0214043,-0.0894916,-0.204918,-0.297365,-0.379887
620,-0.317699,-0.380369,-0.4208,-0.428063,-0.419185,-0.37005,-0.312137,-0.221816,-0.125789,-0.019691,0.0921197,0.188028,0.285732,0.350557,0.407312,0.426104,0.428573,0.39409,0.345393,0.26224,0.177759,0.0646337,-0.0342472,-0.148143,-0.239112,-0.322576
621,-0.25873,-0.328257,-0.374107,-0.398675,-0.396939,-0.369792,-0.320955,-0.249675,-0.164355,-0.0681909,0.0332088,0.130743,0.22163,0.298007,0.354669,0.390826,0.400637,0.385067,0.348574,0.282457,0.210389,0.110037,0.0187061,-0.0878695,-0.179713,-0.262181
622,-0.197741,-0.272533,-0.324168,-0.365273,-0.370816,-0.366225,-0.326347,-0.275392,-0.201266,-0.115892,-0.0262918,0.0724445,0.155314,0.242449,0.298897,0.351528,0.368828,0.37285,0.347235,0.301765,0.238702,0.156816,0.0693331,-0.025348,-0.118884,-0.200211
623,-0.135038,-0.213275,-0.272621,-0.326445,-0.343146,-0.357273,-0.33005,-0.297573,-0.23646,-0.162948,-0.0843983,0.0117246,0.0896491,0.182208,0.242543,0.306839,0.334993,0.356112,0.342867,0.31839,0.264144,0.202742,0.118862,0.0373482,-0.0561915,-0.137628
624,-0.0708273,-0.151135,-0.220232,-0.281952,-0.315083,-0.342012,-0.332951,-0.315384,-0.269763,-0.209235,-0.139823,-0.0517722,0.0262169,0.11705,0.186793,0.256635,0.300085,0.33413,0.336784,0.330472,0.288493,0.245237,0.168752,0.0982094,0.00834748,-0.0746396
625,-0.00545056,-0.0872837,-0.166717,-0.233097,-0.286074,-0.321259,-0.334554,-0.328915,-0.300791,-0.254167,-0.192404,-0.116804,-0.0352554,0.0486744,0.131058,0.202404,0.263741,0.307358,0.329334,0.337112,0.312648,0.282662,0.219548,0.156123,0.0739355,-0.0109303
626,0.060453,-0.0230666,-0.11121,-0.182197,-0.25435,-0.297166,-0.333268,-0.339015,-0.328996,-0.296789,-0.242874,-0.180929,-0.0963645,-0.0199373,0.0736393,0.146646,0.224694,0.277284,0.319717,0.338832,0.33596,0.315032,0.270297,0.211173,0.139115,0.0537916
627,0.125957,0.0404449,-0.0530857,-0.131475,-0.21815,-0.272048,-0.32735,-0.346709,-0.353815,-0.336098,-0.292118,-0.241602,-0.158715,-0.0859322,0.0130816,0.0916574,0.181762,0.24566,0.306542,0.337197,0.356517,0.34377,0.318851,0.26425,0.20227,0.11927
628,0.190028,0.102733,0.0073493,-0.082017,-0.176948,-0.247145,-0.315948,-0.352533,-0.374847,-0.3714,-0.340365,-0.297335,-0.222608,-0.147925,-0.0505947,0.0384277,0.134831,0.213576,0.288755,0.333832,0.372181,0.37065,0.362875,0.316201,0.262218,0.184501
629,0.251774,0.163787,0.0687025,-0.0334084,-0.131972,-0.222029,-0.29963,-0.35618,-0.391948,-0.402492,-0.386782,-0.348232,-0.286507,-0.206461,-0.115539,-0.0136758,0.0852062,0.180947,0.266374,0.329441,0.38176,0.396577,0.400964,0.367037,0.318544,0.247968
630,0.310616,0.223758,0.128984,0.0157415,-0.0856979,-0.195012,-0.280099,-0.356656,-0.4052,-0.429579,-0.429714,-0.395593,-0.347611,-0.263338,-0.178813,-0.0662341,0.0351017,0.146745,0.240582,0.32341,0.385616,0.420913,0.433207,0.41565,0.371501,0.308181
631,0.366288,0.282521,0.186447,0.0666924,-0.0406254,-0.164298,-0.259267,-0.352857,-0.414765,-0.452965,-0.467418,-0.440838,-0.403177,-0.320177,-0.237807,-0.120508,-0.01343,0.109826,0.21311,0.314232,0.385367,0.441739,0.460894,0.460205,0.421532,0.364198
632,0.418663,0.339406,0.240296,0.119541,0.0019514,-0.129205,-0.238225,-0.344224,-0.420712,-0.472729,-0.498862,-0.484393,-0.451825,-0.377111,-0.291471,-0.176341,-0.0594932,0.0698591,0.185308,0.300479,0.382865,0.456886,0.485554,0.498965,0.468716,0.41583
633,0.467513,0.393262,0.290843,0.172872,0.0424581,-0.0907339,-0.216722,-0.331088,-0.422925,-0.488542,-0.52411,-0.525186,-0.494042,-0.432379,-0.340635,-0.231913,-0.103648,0.0277711,0.157464,0.281723,0.379086,0.465113,0.507886,0.531063,0.512446,0.463432
634,0.512347,0.44282,0.339017,0.224305,0.082541,-0.0511636,-0.193445,-0.314515,-0.421138,-0.499771,-0.544095,-0.561062,-0.531603,-0.483056,-0.387209,-0.284502,-0.147322,-0.0145805,0.12879,0.258863,0.373578,0.466739,0.527227,0.556783,0.551537,0.507398
635,0.552423,0.487148,0.385526,0.27161,0.123854,-0.012902,-0.166932,-0.295736,-0.415079,-0.505764,-0.559906,-0.589855,-0.566251,-0.526516,-0.432736,-0.331831,-0.191673,-0.0553102,0.0980874,0.23366,0.364781,0.46338,0.541849,0.577193,0.584694,0.54766
636,0.586941,0.52593,0.430159,0.313752,0.166845,0.0227238,-0.136569,-0.275515,-0.404648,-0.506182,-0.572025,-0.610476,-0.598437,-0.56173,-0.477176,-0.373171,-0.236603,-0.0934406,0.0646647,0.207777,0.351021,0.45695,0.54989,0.593355,0.611056,0.583497
637,0.615288,0.559408,0.471643,0.351239,0.210261,0.0560345,-0.103102,-0.253795,-0.390005,-0.501153,-0.579965,-0.623393,-0.62686,-0.589642,-0.518648,-0.409542,-0.280527,-0.129291,0.0289542,0.181915,0.331568,0.448537,0.550382,0.605585,0.630511,0.613745
638,0.637215,0.588021,0.508147,0.385587,0.251656,0.088596,-0.0683467,-0.229866,-0.371538,-0.491191,-0.582505,-0.630212,-0.649074,-0.6124,-0.554304,-0.442875,-0.32106,-0.164072,-0.00756257,0.155548,0.307127,0.437817,0.543757,0.613196,0.643604,0.637294
639,0.652828,0.611953,0.538137,0.4182,0.288606,0.122091,-0.0342895,-0.202909,-0.349712,-0.476904,-0.578391,-0.63263,-0.662815,-0.63189,-0.581823,-0.474623,-0.356226,-0.198926,-0.0430722,0.127421,0.279499,0.42332,0.531562,0.614851,0.651095,0.65357
640,0.662398,0.630858,0.56109,0.44934,0.319922,0.157132,-0.00209987,-0.172622,-0.324893,-0.458695,-0.567068,-0.631378,-0.667231,-0.648459,-0.600624,-0.504663,-0.385456,-0.234001,-0.076348,0.0964845,0.250611,0.403394,0.51556,0.609327,0.653433,0.662733
641,0.666116,0.64393,0.577637,0.477784,0.346147,0.192717,0.028367,-0.139551,-0.297255,-0.436606,-0.549021,-0.625783,-0.663311,-0.660593,-0.612081,-0.531156,-0.409765,-0.26813,-0.107307,0.0626938,0.221518,0.377271,0.49675,0.596226,0.65046,0.665478
642,0.66392,0.650272,0.589063,0.501377,0.369045,0.226635,0.0582894,-0.104921,-0.266818,-0.410407,-0.525534,-0.614202,-0.653251,-0.665739,-0.618593,-0.551474,-0.430985,-0.299331,-0.136866,0.0271976,0.191957,0.345613,0.474888,0.576222,0.641503,0.662568
643,0.655513,0.649357,0.596449,0.518159,0.390406,0.256595,0.0889953,-0.0700904,-0.233586,-0.379865,-0.49801,-0.59505,-0.639138,-0.661786,-0.622057,-0.563648,-0.450501,-0.325831,-0.166181,-0.00819256,0.160701,0.310234,0.448762,0.550716,0.625799,0.654366
644,0.640546,0.641308,0.599962,0.527393,0.410843,0.2814,0.121,-0.035933,-0.197728,-0.34503,-0.467265,-0.567818,-0.621753,-0.648315,-0.622671,-0.567471,-0.468259,-0.346994,-0.19575,-0.0419188,0.126491,0.273176,0.417056,0.52111,0.602998,0.64065
645,0.618875,0.626833,0.598711,0.529915,0.429312,0.301482,0.153534,-0.00251738,-0.159658,-0.30637,-0.433211,-0.533472,-0.600192,-0.626878,-0.618775,-0.564577,-0.482652,-0.363582,-0.224923,-0.0734204,0.088966,0.23569,0.379273,0.488122,0.573447,0.620801
646,0.590735,0.606854,0.591253,0.527585,0.443627,0.318493,0.184832,0.0307321,-0.119997,-0.264678,-0.395102,-0.494009,-0.572522,-0.600132,-0.607845,-0.557453,-0.491377,-0.377181,-0.252137,-0.103261,0.0490513,0.197725,0.336189,0.451544,0.538102,0.594255
647,0.556718,0.582034,0.576461,0.522158,0.451659,0.334204,0.213011,0.0644959,-0.0794129,-0.220811,-0.352184,-0.451434,-0.537084,-0.57035,-0.58805,-0.547935,-0.492759,-0.389125,-0.275715,-0.132578,0.00858141,0.158202,0.28958,0.410572,0.498117,0.560941
